tau_p;tau_d;tau_i;throttle;num_steps;mean_speed;cte_tolerante;max_abs_cte;result
0.151354;2.16406;1.47102e-06;0.41;1402;37.3219;3;3.2208;0
0.180748;1.25391;1.1471e-05;0.41;1;40.7062;3;3.0207;0
0.186513;1.42696;8.59484e-05;0.41;1;40.7036;3;3.0351;0
0.0968642;2.12839;-9.30271e-05;0.41;806;34.6948;3;3.0351;0
0.092779;1.74205;-9.97967e-05;0.41;1;45.6331;3;3.0044;0
0.174716;1.43111;-4.74765e-07;0.41;1;45.6249;3;3.0113;0
0.156772;2.33368;9.82897e-05;0.41;1155;36.7756;3;3.0113;0
0.104174;0.650031;-3.16085e-05;0.41;1;41.7721;3;3.1797;0
0.0797306;1.67701;-4.83548e-05;0.41;1;41.6032;3;3.3134;0
0.0710989;2.2244;2.17412e-05;0.41;823;34.6892;3;3.3134;0
0.0964426;2.36167;9.26638e-05;0.41;1;45.0418;3;3.1418;0
0.14875;1.37713;-1.44342e-05;0.41;1;44.9215;3;3.3985;0
0.135076;1.33069;8.47755e-05;0.41;486;28.1241;3;3.3985;0
0.145356;1.5796;6.68686e-06;0.41;1;43.6207;3;3.1187;0
0.124353;1.2571;-5.16031e-06;0.41;1;43.6351;3;3.1793;0
0.0917717;2.46246;6.79163e-05;0.41;792;35.1312;3;3.1793;0
0.159391;1.4246;9.47059e-05;0.41;1;44.5686;3;3.1885;0
0.0700366;1.10439;-7.6257e-05;0.41;1;44.5823;3;3.3278;0
