tau_p;tau_d;tau_i;throttle;num_steps;mean_speed;cte_tolerante;max_abs_cte;result
0.137075;2.09514;0;0.38;1;32.2364;2.7;4.0255;0
0.139722;1.86273;0;0.38;1;32.4357;2.7;4.2664;0
0.260788;1.89193;0;0.38;465;28.5267;2.7;4.2664;0
0.151567;3.5681;0;0.38;1;33.3216;2.7;2.7468;0
0.269891;1.7189;0;0.38;1;33.2511;2.7;2.8083;0
0.10205;2.45945;0;0.38;1402;32.1342;2.7;2.8083;0
0.127552;2.0786;0;0.38;1;41.6865;2.7;2.7047;0
0.240099;1.99385;0;0.38;1;41.6376;2.7;2.7877;0
0.1793;1.86506;0;0.38;332;20.5421;2.7;2.7877;0
0.195045;2.30358;0;0.38;1;35.2361;2.7;3.5536;0
0.294843;2.06533;0;0.38;1;34.9307;2.7;3.7001;0
0.288461;2.77265;0;0.38;91;13.4203;2.7;3.7001;0
0.166727;2.18823;0;0.38;1;25.9583;2.7;3.0602;0
0.190378;2.3982;0;0.38;1;25.3758;2.7;3.6221;0
0.249322;1.67483;0;0.38;223;19.1237;2.7;3.6221;0
0.104061;2.64949;0;0.38;1;29.7093;2.7;2.999;0
0.17603;2.56476;0;0.38;1;29.2459;2.7;3.181;0
0.257259;3.3675;0;0.38;381;26.7212;2.7;3.181;0
0.164724;1.87061;0;0.38;1;35.285;2.7;2.7853;0
0.142806;2.01115;0;0.38;1;33.1335;2.7;5.7835;0
0.250984;3.16061;0;0.38;793;33.7357;2.7;5.7835;0
0.176512;2.32724;0;0.38;1;39.8876;2.7;2.9567;0
0.229381;3.2255;0;0.38;1;39.8026;2.7;3.0287;0
0.205297;1.99846;0;0.38;940;27.8136;2.7;3.0287;0
0.228334;3.05803;0;0.38;1;39.5469;2.7;2.7006;0
0.180302;1.59431;0;0.38;1;39.5179;2.7;2.7617;0
0.273201;2.86854;0;0.38;973;28.7984;2.7;2.7617;0
0.225628;2.75927;0;0.38;1;34.9132;2.7;3.0444;0
0.223514;2.5167;0;0.38;1;34.8041;2.7;2.8818;0
0.13218;1.86513;0;0.38;1308;31.512;2.7;2.8818;0
0.119777;2.48857;0;0.38;1;38.6919;2.7;2.8517;0
0.203293;1.84744;0;0.38;1;38.7046;2.7;2.8941;0
0.106328;3.54724;0;0.38;891;32.0998;2.7;2.8941;0
0.100824;2.33902;0;0.38;1;39.8671;2.7;6.2563;0
0.140615;2.29249;0;0.38;1;39.5798;2.7;6.8669;0
0.225464;2.29372;0;0.38;955;34.7395;2.7;6.8669;0
0.232509;3.28548;0;0.38;1;38.8167;2.7;2.7656;0
0.136384;2.84746;0;0.38;1;38.7878;2.7;2.7724;0
0.18668;3.08814;0;0.38;525;20.9296;2.7;2.7724;0
0.11683;2.79618;0;0.38;1;31.071;2.7;3.5782;0
0.271237;2.13352;0;0.38;1;31.142;2.7;3.7587;0
0.114691;1.86483;0;0.38;1039;33.8615;2.7;3.7587;0
0.289569;3.4532;0;0.38;1;41.5164;2.7;2.7978;0
0.12325;3.04465;0;0.38;1;41.4894;2.7;2.9042;0
0.200068;2.95684;0;0.38;325;15.7713;2.7;2.9042;0
0.281896;3.34725;0;0.38;1;31.0508;2.7;4.0399;0
0.273815;2.42081;0;0.38;1;30.7143;2.7;4.4192;0
0.254695;2.0139;0;0.38;762;27.9309;2.7;4.4192;0
0.280035;2.76655;0;0.38;1;37.3401;2.7;2.8304;0
0.133557;2.15967;0;0.38;1;37.3319;2.7;2.9014;0
0.285453;3.25827;0;0.38;977;27.5139;2.7;2.9014;0
0.1372;2.8944;0;0.38;1;34.6465;2.7;2.8702;0
0.178293;2.98186;0;0.38;1;34.4795;2.7;2.9856;0
0.272518;2.93169;0;0.38;926;26.3409;2.7;2.9856;0
0.10254;1.67205;0;0.38;1;33.4829;2.7;2.8269;0
0.288585;2.19341;0;0.38;1;33.4453;2.7;3.0265;0
0.122153;3.44691;0;0.38;3519;39.1512;2.7;3.0265;0
0.130181;2.0668;0;0.38;1;42.2523;2.7;2.7078;0
0.131709;2.34872;0;0.38;1;42.249;2.7;2.7094;0
0.265629;2.21837;0;0.38;500;20.3737;2.7;2.7094;0
0.194845;3.26713;0;0.38;1;36.4221;2.7;3.0262;0
0.233471;2.44895;0;0.38;1;36.2714;2.7;3.2743;0
0.252949;3.16774;0;0.38;396;27.9178;2.7;3.2743;0
0.203736;3.5066;0;0.38;1;37.9786;2.7;2.8535;0
0.16633;2.66148;0;0.38;1;38.001;2.7;2.9648;0
0.140733;2.53814;0;0.38;540;26.7297;2.7;2.9648;0
0.265137;2.15862;0;0.38;1;37.4064;2.7;2.7484;0
0.128033;3.01447;0;0.38;1;37.3878;2.7;2.8192;0
0.144386;1.90271;0;0.38;1110;31.5956;2.7;2.8192;0
0.278188;2.88355;0;0.38;1;40.042;2.7;2.7377;0
0.286269;2.55126;0;0.38;1;40.0297;2.7;2.7134;0
0.129707;3.05793;0;0.38;718;25.237;2.7;2.7134;0
0.177204;1.65719;0;0.38;1;38.7773;2.7;2.7528;0
0.266581;3.11104;0;0.38;1;38.2077;2.7;3.4684;0
0.285128;2.38919;0;0.38;256;19.1514;2.7;3.4684;0
0.222039;2.17943;0;0.38;1;29.9171;2.7;2.8116;0
0.242986;2.79573;0;0.38;1;29.7376;2.7;3.0883;0
0.161069;1.90223;0;0.38;606;28.284;2.7;3.0883;0
0.156251;3.30918;0;0.38;1;39.3019;2.7;5.4566;0
0.246016;3.23569;0;0.38;1;39.0902;2.7;5.5319;0
0.141477;2.72745;0;0.38;151;17.6643;2.7;5.5319;0
0.181482;2.05153;0;0.38;1;33.1664;2.7;3.5703;0
0.227918;3.01952;0;0.38;1;32.8495;2.7;3.9997;0
0.118664;2.8456;0;0.38;638;31.7412;2.7;3.9997;0
0.116694;1.88759;0;0.38;1;40.5078;2.7;3.1047;0
0.207517;2.04735;0;0.38;1;40.2752;2.7;3.2718;0
0.159142;3.44489;0;0.38;239;20.9163;2.7;3.2718;0
0.205947;2.98462;0;0.38;1;37.1044;2.7;3.5723;0
0.284416;3.05604;0;0.38;1;37.1439;2.7;3.7408;0
0.266769;1.81568;0;0.38;755;32.5005;2.7;3.7408;0
0.231993;3.38707;0;0.38;1;33.8933;2.7;2.769;0
0.296335;2.58162;0;0.38;1;33.8197;2.7;2.8528;0
0.275875;1.6549;0;0.38;625;24.5804;2.7;2.8528;0
0.212077;1.97982;0;0.38;1;33.3304;2.7;2.8385;0
0.231795;1.97155;0;0.38;1;33.2661;2.7;3.0221;0
0.204144;3.01543;0;0.38;933;29.6483;2.7;3.0221;0
0.223517;2.15142;0;0.38;1;38.7897;2.7;2.8215;0
0.20281;2.73364;0;0.38;1;38.683;2.7;2.9916;0
0.293116;3.03179;0;0.38;633;25.6115;2.7;2.9916;0
0.254349;3.00619;0;0.38;1;33.8427;2.7;2.7422;0
0.153237;2.105;0;0.38;1;33.8018;2.7;2.9127;0
0.288097;2.6608;0;0.38;542;23.6684;2.7;2.9127;0
0.178002;1.99974;0;0.38;1;36.59;2.7;2.8226;0
0.283177;2.28125;0;0.38;1;36.0882;2.7;3.571;0
0.108248;2.87772;0;0.38;1432;35.405;2.7;3.571;0
0.292945;2.94665;0;0.38;1;40.7896;2.7;2.7047;0
0.269934;3.12028;0;0.38;1;40.799;2.7;2.7304;0
0.121298;2.39942;0;0.38;1582;35.2467;2.7;2.7304;0
0.270617;1.67249;0;0.38;1;42.1409;2.7;2.7018;0
0.258183;2.65394;0;0.38;1;42.1401;2.7;2.7367;0
0.175873;3.339;0;0.38;570;23.5194;2.7;2.7367;0
0.247368;1.58232;0;0.38;1;35.6666;2.7;2.7349;0
0.288122;2.38683;0;0.38;1;35.6837;2.7;2.9479;0
0.148943;3.10904;0;0.38;1826;35.3389;2.7;2.9479;0
0.203742;3.52427;0;0.38;1;41.0139;2.7;2.7289;0
0.148825;3.08547;0;0.38;1;40.9734;2.7;2.7721;0
0.292582;2.87721;0;0.38;538;23.2132;2.7;2.7721;0
0.156354;2.46161;0;0.38;1;33.7889;2.7;2.898;0
0.254106;2.12265;0;0.38;1;33.6337;2.7;3.108;0
0.143743;2.99604;0;0.38;805;29.1837;2.7;3.108;0
0.191028;1.84019;0;0.38;1;40.3248;2.7;2.947;0
0.150763;2.15948;0;0.38;1;15.9035;2.7;2.9118;0
0.102914;3.03524;0;0.38;1101;32.741;2.7;2.9118;0
0.122205;2.77508;0;0.38;1;41.6004;2.7;2.7191;0
0.234446;2.51187;0;0.38;1;41.5818;2.7;2.733;0
0.225645;3.13441;0;0.38;592;24.439;2.7;2.733;0
0.275064;3.14068;0;0.38;1;36.9508;2.7;2.8867;0
0.29068;2.5222;0;0.38;1;36.9783;2.7;3.1034;0
0.276915;2.53525;0;0.38;603;24.2429;2.7;3.1034;0
0.136802;1.97985;0;0.38;1;33.0763;2.7;3.7912;0
0.250706;3.19455;0;0.38;1;32.8775;2.7;3.8923;0
0.251199;2.93656;0;0.38;529;22.7024;2.7;3.8923;0
0.172562;1.72803;0;0.38;1;35.5023;2.7;3.4132;0
0.200983;2.96944;0;0.38;1;35.3224;2.7;3.2689;0
0.185341;1.9355;0;0.38;679;27.1449;2.7;3.2689;0
0.135308;1.75086;0;0.38;1;38.6576;2.7;2.7945;0
0.134734;1.86755;0;0.38;1;38.6587;2.7;2.8302;0
0.264443;2.2821;0;0.38;451;21.4574;2.7;2.8302;0
0.264719;2.57491;0;0.38;1;34.0785;2.7;2.7056;0
0.117473;1.92064;0;0.38;1;33.9854;2.7;2.7827;0
0.268506;2.11231;0;0.38;578;23.7446;2.7;2.7827;0
0.239546;3.20609;0;0.38;1;34.2877;2.7;2.7641;0
0.149786;1.74632;0;0.38;1;34.2074;2.7;2.9381;0
0.137857;2.5425;0;0.38;1356;33.9983;2.7;2.9381;0
0.232825;3.36017;0;0.38;1;40.3197;2.7;2.7921;0
0.170844;1.59148;0;0.38;1;40.3197;2.7;2.7921;0
0.281425;2.00448;0;0.38;458;22.417;2.7;2.7921;0
0.102359;3.22249;0;0.38;1;34.1952;2.7;2.7013;0
0.226028;2.7726;0;0.38;1;34.1952;2.7;2.7013;0
0.205328;2.34228;0;0.38;783;28.1663;2.7;2.7013;0
0.16248;3.43179;0;0.38;1;39.2245;2.7;2.774;0
0.249058;2.84563;0;0.38;1;39.2279;2.7;2.97;0
0.136692;2.05826;0;0.38;805;28.2751;2.7;2.97;0
0.179106;3.24139;0;0.38;1;39.9065;2.7;2.8273;0
0.101766;2.25507;0;0.38;1;39.9065;2.7;2.8273;0
0.230699;1.80689;0;0.38;548;24.8554;2.7;2.8273;0
0.16628;3.10407;0;0.38;1;35.1428;2.7;2.7622;0
0.226275;3.57578;0;0.38;1;35.0757;2.7;2.8536;0
0.186844;1.64772;0;0.38;764;28.2671;2.7;2.8536;0
0.11271;3.54542;0;0.38;1;39.996;2.7;2.7438;0
0.183672;1.75997;0;0.38;1;39.8835;2.7;2.8565;0
0.204571;2.59626;0;0.38;652;28.8967;2.7;2.8565;0
0.194287;1.98512;0;0.38;1;36.8212;2.7;2.8763;0
0.273395;2.51864;0;0.38;1;36.7648;2.7;2.992;0
0.117209;2.20003;0;0.38;874;30.4789;2.7;2.992;0
0.243388;2.41587;0;0.38;1;40.5354;2.7;2.7412;0
0.205639;2.63907;0;0.38;1;40.5075;2.7;2.8003;0
0.101965;1.63677;0;0.38;489;24.8527;2.7;2.8003;0
0.28455;2.40808;0;0.38;1;39.0108;2.7;2.7254;0
0.206037;3.07869;0;0.38;1;39.0091;2.7;2.7458;0
0.293545;2.76182;0;0.38;495;24.6723;2.7;2.7458;0
0.220137;3.12657;0;0.38;1;35.8276;2.7;2.9175;0
0.192996;2.6266;0;0.38;1;35.8276;2.7;2.9175;0
0.134495;1.5822;0;0.38;474;26.5352;2.7;2.9175;0
0.218622;2.96766;0;0.38;1;36.3126;2.7;9.6699;0
0.245464;2.93389;0;0.38;1;36.2629;2.7;9.9159;0
0.210697;2.17607;0;0.38;457;23.2699;2.7;9.9159;0
0.252994;2.08447;0;0.38;1;35.3355;2.7;3.0043;0
0.139166;3.53621;0;0.38;1;35.379;2.7;3.3683;0
0.198213;1.97324;0;0.38;284;17.8756;2.7;3.3683;0
0.26441;2.00155;0;0.38;1;33.0586;2.7;2.8445;0
0.248638;2.24031;0;0.38;1;32.9019;2.7;3.1679;0
0.231629;3.39204;0;0.38;635;26.3964;2.7;3.1679;0
0.195928;3.22333;0;0.38;1;34.7007;2.7;4.144;0
0.109048;1.9779;0;0.38;1;34.659;2.7;4.2048;0
0.10144;2.98362;0;0.38;428;22.4415;2.7;4.2048;0
0.300221;1.7879;0;0.38;1;33.8488;2.7;3.9917;0
0.147462;2.29143;0;0.38;1;33.5156;2.7;4.0275;0
0.209988;2.56542;0;0.38;305;20.0732;2.7;4.0275;0
0.122133;2.27429;0;0.38;1;34.3999;2.7;2.7455;0
0.277717;2.99492;0;0.38;1;34.3254;2.7;2.8038;0
0.270178;2.05777;0;0.38;332;22.3675;2.7;2.8038;0
0.25406;3.48076;0;0.38;1;32.9411;2.7;3.4744;0
0.185391;2.10807;0;0.38;1;32.9411;2.7;3.4744;0
0.190971;1.91599;0;0.38;350;22.7153;2.7;3.4744;0
0.180283;2.18265;0;0.38;1;35.9136;2.7;2.9923;0
0.106864;1.91827;0;0.38;1;35.9189;2.7;3.2209;0
0.117501;1.91892;0;0.38;414;26.1258;2.7;3.2209;0
0.17388;2.17144;0;0.38;1;39.2971;2.7;2.8616;0
0.210095;1.91029;0;0.38;1;39.2971;2.7;2.8616;0
0.114246;2.59272;0;0.38;774;34.2423;2.7;2.8616;0
0.263755;2.45544;0;0.38;1;39.1218;2.7;2.9975;0
0.21018;2.799;0;0.38;1;39.1346;2.7;3.0282;0
0.214037;2.2156;0;0.38;237;23.1963;2.7;3.0282;0
0.227946;2.01775;0;0.38;1;34.3645;2.7;2.7126;0
0.153933;3.10053;0;0.38;1;34.2287;2.7;2.8086;0
0.22295;2.50213;0;0.38;260;17.8285;2.7;2.8086;0
0.293486;2.99911;0;0.38;1;32.9896;2.7;3.0669;0
0.25079;3.38092;0;0.38;1;32.7736;2.7;2.842;0
0.281615;2.81745;0;0.38;335;24.7232;2.7;2.842;0
0.256606;2.59874;0;0.38;1;32.6853;2.7;2.7368;0
0.250079;3.12212;0;0.38;1;32.6853;2.7;2.7368;0
0.277242;3.20217;0;0.38;489;22.8406;2.7;2.7368;0
0.135787;2.51984;0;0.38;1;34.3919;2.7;3.6918;0
0.284994;2.82262;0;0.38;1;34.4492;2.7;3.7445;0
0.204612;2.68393;0;0.38;222;16.3542;2.7;3.7445;0
0.128132;2.47302;0;0.38;1;32.3476;2.7;4.6342;0
0.293933;1.69531;0;0.38;1;32.3416;2.7;4.8113;0
0.126634;2.86349;0;0.38;507;27.3662;2.7;4.8113;0
0.114081;2.09661;0;0.38;1;39.1411;2.7;2.7652;0
0.258533;1.70987;0;0.38;1;38.8396;2.7;3.0982;0
0.283727;3.43429;0;0.38;163;14.5269;2.7;3.0982;0
0.26713;2.12796;0;0.38;1;28.6397;2.7;3.6826;0
0.176794;2.16451;0;0.38;1;27.7333;2.7;4.3692;0
0.280895;2.66669;0;0.38;469;24.5458;2.7;4.3692;0
0.192006;3.02283;0;0.38;1;31.2871;2.7;5.3759;0
0.168647;3.53445;0;0.38;1;31.4332;2.7;5.4425;0
0.108814;2.12239;0;0.38;428;28.7259;2.7;5.4425;0
0.141455;2.25371;0;0.38;1;39.008;2.7;2.7602;0
0.270362;2.2973;0;0.38;1;38.9997;2.7;2.8147;0
0.145112;3.42061;0;0.38;555;28.9276;2.7;2.8147;0
0.273891;1.59877;0;0.38;1;39.1146;2.7;2.7529;0
0.227306;1.73338;0;0.38;1;39.0629;2.7;2.7634;0
0.113144;2.31627;0;0.38;194;20.3161;2.7;2.7634;0
0.298308;2.99365;0;0.38;1;34.1961;2.7;2.7332;0
0.215863;3.09616;0;0.38;1;33.8787;2.7;3.8429;0
0.193089;1.7064;0;0.38;433;25.6752;2.7;3.8429;0
0.23471;1.98873;0;0.38;1;33.7204;2.7;9.2969;0
0.165472;3.48871;0;0.38;1;33.6072;2.7;9.593;0
0.288428;3.10491;0;0.38;111;16.1171;2.7;9.593;0
0.298313;3.07223;0;0.38;1;26.0575;2.7;3.1354;0
0.130715;2.82743;0;0.38;1;23.6507;2.7;4.8769;0
0.240876;2.7415;0;0.38;237;18.2491;2.7;4.8769;0
0.115778;1.61652;0;0.38;1;31.0636;2.7;3.0366;0
0.271089;3.32758;0;0.38;1;31.0488;2.7;3.0337;0
0.237849;3.09544;0;0.38;231;18.4503;2.7;3.0337;0
0.299358;2.21563;0;0.38;1;32.8799;2.7;7.0949;0
0.135288;3.31891;0;0.38;1;32.817;2.7;7.2495;0
0.273151;2.49729;0;0.38;50;11.1514;2.7;7.2495;0
0.158333;3.08662;0;0.38;1;23.49;2.7;2.9551;0
0.216062;3.18407;0;0.38;1;23.3596;2.7;2.8705;0
0.173874;1.89838;0;0.38;247;23.9783;2.7;2.8705;0
0.153974;2.09321;0;0.38;1;35.178;2.7;2.7051;0
0.235573;1.69672;0;0.38;1;35.148;2.7;2.7473;0
0.284019;3.50251;0;0.38;336;20.7004;2.7;2.7473;0
0.135912;3.18624;0;0.38;1;33.7544;2.7;4.3731;0
0.296128;2.42208;0;0.38;1;33.6761;2.7;4.5557;0
0.181497;1.81427;0;0.38;396;26.7066;2.7;4.5557;0
0.269159;3.10163;0;0.38;1;36.3862;2.7;9.0741;0
0.203025;2.80322;0;0.38;1;36.3447;2.7;9.3102;0
0.151916;3.42919;0;0.38;246;20.7727;2.7;9.3102;0
0.153566;2.35125;0;0.38;1;32.2553;2.7;2.7173;0
0.294976;3.33613;0;0.38;1;31.949;2.7;2.9395;0
0.130022;2.50418;0;0.38;441;26.881;2.7;2.9395;0
0.270064;2.42216;0;0.38;1;40.0026;2.7;3.3146;0
0.246816;2.67815;0;0.38;1;39.9893;2.7;3.3156;0
0.131136;1.87151;0;0.38;327;24.733;2.7;3.3156;0
0.265726;1.62541;0;0.38;1;38.0207;2.7;2.8225;0
0.139214;2.17534;0;0.38;1;38.0368;2.7;2.8615;0
0.22567;2.20031;0;0.38;260;19.3099;2.7;2.8615;0
0.171353;2.821;0;0.38;1;32.6115;2.7;3.2011;0
0.113936;2.55511;0;0.38;1;32.631;2.7;3.3289;0
0.123072;3.13624;0;0.38;575;28.9164;2.7;3.3289;0
0.226386;1.87205;0;0.38;1;11.7889;2.7;2.7087;0
0.146307;2.16446;0;0.38;1;11.4322;2.7;2.7089;0
0.144901;3.42982;0;0.38;804;31.1934;2.7;2.7089;0
0.202536;2.89717;0;0.38;1;39.7111;2.7;3.0209;0
0.178948;2.96244;0;0.38;1;39.7111;2.7;3.0209;0
0.204532;3.05598;0;0.38;405;25.9167;2.7;3.0209;0
0.192585;2.41392;0;0.38;1;35.2456;2.7;2.9035;0
0.120425;2.72876;0;0.38;1;32.5739;2.7;6.4978;0
0.255809;3.02964;0;0.38;386;22.5108;2.7;6.4978;0
0.291909;3.54363;0;0.38;1;33.4053;2.7;2.7122;0
0.152689;2.82318;0;0.38;1;33.3716;2.7;2.7417;0
0.247587;2.20879;0;0.38;381;21.039;2.7;2.7417;0
0.169942;3.4891;0;0.38;1;32.0988;2.7;3.7607;0
0.24631;2.94671;0;0.38;1;32.0042;2.7;3.88;0
0.216641;3.17704;0;0.38;571;26.1563;2.7;3.88;0
0.258632;2.26689;0;0.38;1;35.7975;2.7;3.0507;0
0.266869;2.43994;0;0.38;1;35.701;2.7;3.1288;0
0.138798;3.14137;0;0.38;1135;33.5945;2.7;3.1288;0
0.132962;2.75503;0;0.38;1;41.2291;2.7;3.8377;0
0.250016;2.44409;0;0.38;1;41.1406;2.7;3.9693;0
0.224381;3.34666;0;0.38;505;24.4755;2.7;3.9693;0
0.149241;1.66301;0;0.38;1;35.6802;2.7;3.2015;0
0.114322;2.68999;0;0.38;1;35.5319;2.7;3.3012;0
0.101991;3.23738;0;0.38;954;32.4001;2.7;3.3012;0
0.138196;3.37465;0;0.38;1;41.8065;2.7;2.7173;0
0.212921;2.39011;0;0.38;1;41.8099;2.7;2.7883;0
0.193386;2.34367;0;0.38;478;25.1361;2.7;2.7883;0
0.208073;2.59258;0;0.38;576;26.9987;2.7;2.7159;0
0.178068;2.27008;0;0.38;1;39.4363;2.7;2.7531;0
0.131523;3.47544;0;0.38;1;39.3123;2.7;2.8887;0
0.228123;2.43758;0;0.38;439;23.4574;2.7;2.8887;0
0.100473;2.11737;0;0.38;1;35.5114;2.7;3.1128;0
0.275502;2.2355;0;0.38;1;35.3654;2.7;2.8845;0
0.21752;3.55461;0;0.38;489;23.8718;2.7;2.8845;0
0.197509;2.26395;0;0.38;1;35.5784;2.7;3.3224;0
0.120954;2.5749;0;0.38;1;35.5784;2.7;3.3224;0
0.187493;1.67522;0;0.38;484;24.2126;2.7;3.3224;0
0.187379;1.68956;0;0.38;1;37.1711;2.7;3.5879;0
0.268197;3.57769;0;0.38;1;37.0113;2.7;3.7521;0
0.253062;1.91901;0;0.38;383;20.5601;2.7;3.7521;0
0.102529;2.14733;0;0.38;1;32.4808;2.7;2.9429;0
0.190422;2.91481;0;0.38;1;32.2848;2.7;3.1737;0
0.214932;3.52389;0;0.38;455;24.5638;2.7;3.1737;0
0.210821;3.18209;0;0.38;1;36.1735;2.7;2.792;0
0.238948;3.23393;0;0.38;1;36.0671;2.7;2.9057;0
0.297276;3.00807;0;0.38;432;22.5358;2.7;2.9057;0
0.152366;3.52187;0;0.38;1;33.778;2.7;3.8805;0
0.292198;3.1866;0;0.38;1;33.8401;2.7;4.0533;0
0.174671;2.40456;0;0.38;457;24.2923;2.7;4.0533;0
0.276988;3.00966;0;0.38;1;36.3526;2.7;2.7337;0
0.173164;3.16105;0;0.38;1;36.3526;2.7;2.7337;0
0.168838;3.53981;0;0.38;634;28.2872;2.7;2.7337;0
0.16132;2.6213;0;0.38;1;37.836;2.7;3.4573;0
0.176782;2.06613;0;0.38;1;37.5186;2.7;3.7233;0
0.270432;1.74407;0;0.38;343;19.2993;2.7;3.7233;0
0.108468;3.16098;0;0.38;1;31.1614;2.7;2.782;0
0.14736;2.97077;0;0.38;1;31.0297;2.7;2.9557;0
0.264271;2.07688;0;0.38;376;20.4263;2.7;2.9557;0
0.160035;3.15586;0;0.38;1;31.4322;2.7;3.7919;0
0.209114;1.7736;0;0.38;1;31.6881;2.7;4.0675;0
0.130498;2.71463;0;0.38;867;32.6216;2.7;4.0675;0
0.193072;3.19933;0;0.38;1;40.7609;2.7;2.7926;0
0.201964;1.81613;0;0.38;1;40.6806;2.7;2.8583;0
0.221199;2.89703;0;0.38;663;28.614;2.7;2.8583;0
0.210372;3.21541;0;0.38;1;38.4178;2.7;2.829;0
0.258877;2.19175;0;0.38;1;38.1948;2.7;3.0306;0
0.102779;2.94734;0;0.38;450;23.8443;2.7;3.0306;0
0.288027;2.37801;0;0.38;1;37.8551;2.7;2.7307;0
0.211804;2.63504;0;0.38;1;37.8257;2.7;2.7997;0
0.17423;2.51278;0;0.38;482;24.4347;2.7;2.7997;0
0.234632;3.06679;0;0.38;1;37.4874;2.7;3.631;0
0.284266;3.05587;0;0.38;1;37.3839;2.7;3.8406;0
0.191356;2.72919;0;0.38;489;24.3702;2.7;3.8406;0
0.27826;1.91732;0;0.38;1;36.8;2.7;2.7677;0
0.240255;1.76844;0;0.38;1;36.8174;2.7;2.9074;0
0.245143;2.82314;0;0.38;371;20.7652;2.7;2.9074;0
0.268913;1.5867;0;0.38;1;34.508;2.7;2.7389;0
0.224956;3.33289;0;0.38;1;34.491;2.7;2.8203;0
0.281847;2.15653;0;0.38;388;22.2977;2.7;2.8203;0
0.243852;1.85534;0;0.38;1;32.9278;2.7;2.7199;0
0.149167;2.65102;0;0.38;1;32.9818;2.7;2.8338;0
0.249497;1.95322;0;0.38;360;21.212;2.7;2.8338;0
0.178529;2.32952;0;0.38;1;32.1839;2.7;2.7051;0
0.112227;3.25772;0;0.38;1;32.1715;2.7;2.7181;0
0.13724;3.15162;0;0.38;916;32.0367;2.7;2.7181;0
0.25685;3.47603;0;0.38;1;39.141;2.7;2.825;0
0.216304;1.65042;0;0.38;1;39.0584;2.7;2.9448;0
0.287977;2.55783;0;0.38;328;19.8806;2.7;2.9448;0
0.253789;2.51105;0;0.38;1;32.1266;2.7;2.9446;0
0.176534;1.64651;0;0.38;1;30.9798;2.7;4.0952;0
0.218561;1.88766;0;0.38;290;19.2857;2.7;4.0952;0
0.145959;3.46029;0;0.38;1;31.3096;2.7;3.4448;0
0.109086;2.22982;0;0.38;1;31.3096;2.7;3.4448;0
0.167313;2.3636;0;0.38;442;23.3305;2.7;3.4448;0
