tau_p;tau_d;tau_i;throttle;num_steps;mean_speed;cte_tolerante;max_abs_cte;result
0.397821;2.09204;0;0.25;484;16.2764;2.7;3.7921;0
0.256366;1.95557;0;0.25;1;22.4643;2.7;2.8497;0
0.405573;2.01613;0;0.25;1;22.2572;2.7;2.9615;0
0.325191;1.98839;0;0.25;537;17.7524;2.7;2.9615;0
0.248711;1.94621;0;0.25;1;24.0498;2.7;3.0649;0
0.414512;1.79066;0;0.25;1;24.02;2.7;3.0875;0
0.247213;2.0243;0;0.25;698;19.0834;2.7;3.0875;0
0.23466;1.87092;0;0.25;1;24.4239;2.7;2.7187;0
0.379112;1.79358;0;0.25;1;24.4327;2.7;2.7993;0
0.404306;2.13846;0;0.25;481;16.2209;2.7;2.7993;0
0.387709;1.87719;0;0.25;1;22.5254;2.7;2.8383;0
0.297373;1.8845;0;0.25;1;22.5254;2.7;2.8383;0
0.401474;1.98494;0;0.25;341;13.1976;2.7;2.8383;0
0.312585;2.05617;0;0.25;1;20.5107;2.7;2.9662;0
0.289226;2.15849;0;0.25;1;20.6151;2.7;2.9685;0
0.229393;1.87608;0;0.25;527;18.3127;2.7;2.9685;0
0.262034;1.90234;0;0.25;1;26.5706;2.7;2.8047;0
0.390941;1.91106;0;0.25;1;26.2548;2.7;2.9643;0
0.265691;2.13572;0;0.25;509;19.9665;2.7;2.9643;0
0.39447;1.77136;0;0.25;1;24.6675;2.7;3.1127;0
0.347885;1.79828;0;0.25;1;24.681;2.7;3.1183;0
0.233723;1.91486;0;0.25;730;20.1785;2.7;3.1183;0
0.418887;2.05033;0;0.25;1;27.237;2.7;2.7114;0
0.336442;2.07083;0;0.25;1;27.2103;2.7;2.738;0
0.313668;1.79288;0;0.25;523;17.3451;2.7;2.738;0
0.355289;1.84935;0;0.25;559;17.4487;2.7;2.7464;0
0.286051;2.14934;0;0.25;1;22.5475;2.7;3.7157;0
0.409007;2.07258;0;0.25;1;22.4769;2.7;3.7776;0
0.418892;2.06605;0;0.25;532;17.2866;2.7;3.7776;0
0.251294;2.01709;0;0.25;1;24.3354;2.7;2.8362;0
0.361455;1.9999;0;0.25;1;24.4307;2.7;3.0042;0
0.236357;1.77491;0;0.25;790;20.6891;2.7;3.0042;0
0.391668;2.11712;0;0.25;1;23.98;2.7;2.7383;0
0.358428;2.07069;0;0.25;1;23.9458;2.7;2.8238;0
0.419937;1.89473;0;0.25;465;15.912;2.7;2.8238;0
0.255867;2.11538;0;0.25;1;22.5577;2.7;2.8009;0
0.39373;1.95106;0;0.25;1;22.5577;2.7;2.8009;0
0.278912;2.06893;0;0.25;602;18.1722;2.7;2.8009;0
0.336641;2.08842;0;0.25;1;25.3235;2.7;3.0763;0
0.294453;1.83128;0;0.25;1;25.3246;2.7;3.2042;0
0.274553;1.87024;0;0.25;498;16.8725;2.7;3.2042;0
0.356152;1.79095;0;0.25;1;25.1712;2.7;2.7159;0
0.404598;2.1521;0;0.25;399;14.4793;2.7;2.7943;0
0.256491;2.08885;0;0.25;1;20.8164;2.7;2.7251;0
0.416707;1.93602;0;0.25;1;20.8294;2.7;2.759;0
0.302076;1.81446;0;0.25;495;17.0134;2.7;2.759;0
0.389738;2.07193;0;0.25;1;23.7977;2.7;2.7499;0
0.323604;2.01225;0;0.25;1;23.6898;2.7;2.7963;0
0.272495;2.13744;0;0.25;577;18.2015;2.7;2.7963;0
0.274145;1.92185;0;0.25;1;24.9269;2.7;2.7288;0
0.415555;2.11883;0;0.25;1;24.585;2.7;2.8659;0
0.250601;1.95244;0;0.25;625;18.8645;2.7;2.8659;0
0.390643;1.93603;0;0.25;1;25.518;2.7;2.7327;0
0.367395;1.98723;0;0.25;1;25.5197;2.7;2.7797;0
0.251715;1.8259;0;0.25;701;19.6255;2.7;2.7797;0
0.386305;1.77668;0;0.25;1;24.4573;2.7;2.712;0
0.259793;1.88667;0;0.25;1;24.4573;2.7;2.712;0
0.346249;1.89166;0;0.25;572;18.0564;2.7;2.712;0
0.291932;2.0158;0;0.25;1;22.3806;2.7;3.5964;0
0.234515;1.96262;0;0.25;1;22.3691;2.7;3.6002;0
0.243651;2.07885;0;0.25;651;19.3462;2.7;3.6002;0
0.346965;1.82601;0;0.25;1;26.259;2.7;2.8891;0
0.266886;1.88449;0;0.25;1;26.259;2.7;2.8891;0
0.26548;2.13757;0;0.25;679;19.4227;2.7;2.8891;0
0.323115;2.03104;0;0.25;1;24.7883;2.7;2.7963;0
0.299527;2.04409;0;0.25;1;24.7873;2.7;2.9247;0
0.325111;2.0628;0;0.25;504;17.1053;2.7;2.9247;0
0.313164;1.93439;0;0.25;1;23.8873;2.7;3.346;0
0.241004;1.99735;0;0.25;1;23.8873;2.7;3.346;0
0.376388;2.05753;0;0.25;495;16.7147;2.7;3.346;0
0.412488;2.16033;0;0.25;1;21.2464;2.7;3.2397;0
0.273268;2.01624;0;0.25;1;20.964;2.7;3.2601;0
0.368166;1.89336;0;0.25;469;16.3682;2.7;3.2601;0
0.290521;2.14942;0;0.25;1;22.7402;2.7;2.8183;0
0.366889;2.04094;0;0.25;1;22.7567;2.7;2.8061;0
0.33722;2.08701;0;0.25;600;18.2266;2.7;2.8061;0
0.379211;1.90498;0;0.25;1;22.9312;2.7;4.0075;0
0.387448;1.93959;0;0.25;1;22.5421;2.7;4.036;0
0.259377;2.07988;0;0.25;534;17.9819;2.7;4.036;0
0.253541;2.00261;0;0.25;1;25.1514;2.7;2.7611;0
0.370595;1.94042;0;0.25;1;25.1514;2.7;2.7611;0
0.34496;2.12093;0;0.25;483;16.3518;2.7;2.7611;0
0.26982;1.7842;0;0.25;1;22.5644;2.7;2.7508;0
0.234901;1.9896;0;0.25;1;22.3812;2.7;2.8888;0
0.22257;2.09908;0;0.25;845;21.3025;2.7;2.8888;0
0.258775;2.12653;0;0.25;1;26.679;2.7;2.7101;0
0.3335;1.92962;0;0.25;1;26.5508;2.7;2.7872;0
0.313965;1.92034;0;0.25;447;16.3085;2.7;2.7872;0
0.328652;1.97012;0;0.25;1;23.8065;2.7;2.888;0
0.298647;1.90562;0;0.25;1;22.1572;2.7;3.7506;0
0.252102;2.14669;0;0.25;529;17.9394;2.7;3.7506;0
0.348702;1.93912;0;0.25;1;25.5267;2.7;2.7633;0
0.221052;1.87508;0;0.25;1;25.5459;2.7;2.915;0
0.396081;1.8987;0;0.25;449;15.6609;2.7;2.915;0
0.338099;2.16252;0;0.25;1;20.7396;2.7;2.7271;0
0.318088;1.90439;0;0.25;1;20.7396;2.7;2.7271;0
0.241533;1.96658;0;0.25;644;19.5325;2.7;2.7271;0
0.308072;1.78665;0;0.25;1;25.6954;2.7;2.743;0
0.307958;1.78951;0;0.25;1;25.6006;2.7;2.8241;0
0.388776;2.16714;0;0.25;382;14.9201;2.7;2.8241;0
0.373641;1.8354;0;0.25;1;19.5717;2.7;3.7075;0
0.223108;1.88107;0;0.25;1;19.6159;2.7;3.7743;0
0.311001;2.03456;0;0.25;445;15.9607;2.7;3.7743;0
0.335511;2.15638;0;0.25;1;22.9228;2.7;2.8387;0
0.3314;2.08802;0;0.25;1;22.6146;2.7;2.9759;0
0.359527;2.09839;0;0.25;389;15.1581;2.7;2.9759;0
0.417855;2.05322;0;0.25;1;20.9262;2.7;3.3411;0
0.272945;2.15598;0;0.25;1;21.1764;2.7;3.4332;0
0.412777;2.08892;0;0.25;481;16.1047;2.7;3.4332;0
0.29525;1.93251;0;0.25;1;21.3774;2.7;3.2637;0
0.397567;2.05353;0;0.25;1;21.6047;2.7;3.4275;0
0.293743;2.08381;0;0.25;551;18.3302;2.7;3.4275;0
0.289417;2.15956;0;0.25;1;22.8918;2.7;4.7486;0
0.281899;1.97586;0;0.25;1;22.9324;2.7;4.8765;0
0.297361;1.86483;0;0.25;491;17.4995;2.7;4.8765;0
0.391011;1.80042;0;0.25;1;22.7464;2.7;3.8721;0
0.229047;2.0838;0;0.25;1;23.1092;2.7;3.9233;0
0.267939;2.04576;0;0.25;422;16.0096;2.7;3.9233;0
0.38485;1.86698;0;0.25;1;24.1331;2.7;3.1883;0
0.280614;2.08277;0;0.25;1;24.1149;2.7;3.1762;0
0.329693;1.80632;0;0.25;456;16.0213;2.7;3.1762;0
0.251077;1.99453;0;0.25;1;22.4006;2.7;2.7987;0
0.313651;2.09147;0;0.25;1;22.5317;2.7;2.8755;0
0.322543;1.81483;0;0.25;381;14.8057;2.7;2.8755;0
0.341778;2.03101;0;0.25;1;23.2984;2.7;2.7528;0
0.330951;2.09468;0;0.25;1;23.36;2.7;2.8224;0
0.379456;1.88995;0;0.25;348;14.0975;2.7;2.8224;0
0.223358;2.04107;0;0.25;1;20.154;2.7;2.7429;0
0.408606;1.9272;0;0.25;1;20.1158;2.7;2.8503;0
0.332383;1.97861;0;0.25;443;16.337;2.7;2.8503;0
0.294809;1.95416;0;0.25;1;22.1758;2.7;2.752;0
0.355211;2.06496;0;0.25;1;21.9824;2.7;2.8288;0
0.404845;2.06278;0;0.25;387;14.0103;2.7;2.8288;0
0.311935;1.99744;0;0.25;1;21.4293;2.7;2.7715;0
0.398839;1.83507;0;0.25;1;21.2395;2.7;2.9273;0
0.360834;1.80529;0;0.25;397;15.0233;2.7;2.9273;0
0.365722;2.01623;0;0.25;1;20.8075;2.7;2.7312;0
0.389492;1.76894;0;0.25;1;20.8075;2.7;2.7312;0
0.345535;2.11818;0;0.25;343;14.0378;2.7;2.7312;0
0.402426;1.88291;0;0.25;1;22.0681;2.7;2.7367;0
0.364431;1.82267;0;0.25;1;22.0681;2.7;2.7367;0
0.269746;1.98181;0;0.25;436;16.6769;2.7;2.7367;0
0.370076;1.84225;0;0.25;1;23.639;2.7;3.2493;0
0.299108;1.91751;0;0.25;1;23.6679;2.7;3.2673;0
